Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Airport coordinates
white Mountain,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2009,20,15.2,19.3,35.7,95.5,85.3,80.9,66.4,55.5,68,79.6,80.2,701.6,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.046174'), Decimal('63.927111'))"
Beringovsky (Branch PCF "A / P Chukotka"),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('179.293427'), Decimal('63.025373'))"
Biisk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.343842'), Decimal('52.481983'))"
Blagoveshchensk,2009,63.3,64.8,63.5,65,71.4,119.4,118.7,113.2,105.3,116.1,101.8,114.3,1116.8,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.445792'), Decimal('52.376818'))"
Boguçanı,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('97.46764'), Decimal('58.381633'))"
Bodaybo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2009,0.76,0.72,0.9,0.86,1.12,1.34,1.41,2.05,1.9,1.71,1.43,2.17,16.37,"(Decimal('52.790306'), Decimal('54.634026'))"
Petrel,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.622486'), Decimal('44.920825'))"
Vanavara,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('102.303298'), Decimal('60.351026'))"
Varandey,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('121.691798'), Decimal('63.754713'))"
Витим,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.566271'), Decimal('59.459285'))"
Vladivostok (Knevichi),2009,687.3,973.3,1055.9,1330.2,1399.6,1249.7,1210.7,1379.2,1861.9,2216.1,2411.6,1994.8,17770.3,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2009,45,59,65,57,50,73,60,79,66,83,70,81,788,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2009,56.34,32.3,48.69,32.91,27.37,41.37,53.49,70.03,40.46,54.03,46.66,82.03,585.68,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2009,8.51,12.37,12.28,13.9,14.04,13.05,18.28,17.34,11.05,10.11,14.66,14.54,160.13,"(Decimal('39.225359'), Decimal('51.812576'))"
Vuktyl,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.286293'), Decimal('63.826824'))"
Gelendzhik,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.699751'), Decimal('43.384707'))"
Kervan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Distance,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('133.730759'), Decimal('45.879914'))"
deputy,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('80.383003'), Decimal('73.516386'))"
Dudinka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.176769'), Decimal('69.389122'))"
Yeisk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.220872'), Decimal('46.680447'))"
Ekaterinburg (Koltsovo),2009,631.95,920.73,942.18,967.84,964.25,884.68,1063.11,1090.74,1239.78,1415,1476.31,1505.9,13102.47,"(Decimal('60.802263'), Decimal('56.750256'))"
Ekaterinburg (Uktus),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.802263'), Decimal('56.750256'))"
Yelizovo (Avachinskiy),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.425285'), Decimal('53.169328'))"
Pitorafik,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zonalnoe,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.756348'), Decimal('50.669311'))"
Zыrjanka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2009,742,709,797,1020,931,832,688.7,777.4,730.34,1175.57,1139.45,1315.42,10857.88,"(Decimal('104.355777'), Decimal('52.273103'))"
Harbin,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.033972'), Decimal('44.267001'))"
Kazan,2009,120.2,219.34,245.71,122.54,134.85,120.43,294.06,386.07,530.07,287.17,176.29,238.09,2874.82,"(Decimal('49.298591'), Decimal('55.608089'))"
Kazachinskoye (Kazachinsko),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.568638'), Decimal('56.277428'))"
Kaliningrad (Hrabrovo),2009,208.8,258.94,235.16,223.07,228.43,225.5,433.51,271.16,252.5,274.49,273.49,331.75,3216.8,"(Decimal('20.58582'), Decimal('54.883038'))"
Kaluga,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.366974'), Decimal('54.54689'))"
Karatayka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.412462'), Decimal('68.764539'))"
Starobachaty,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
cedar,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('79.459059'), Decimal('57.616471'))"
Kemerovo,2009,252.8,292.94,293.11,477.78,485.21,327.36,335.42,456.73,470.6,447.51,476.93,530.33,4846.72,"(Decimal('86.118863'), Decimal('55.28199'))"
Keperveem,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.145801'), Decimal('67.844582'))"
Ust-kut,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.051455'), Decimal('57.770078'))"
Kirov,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.346758'), Decimal('58.4975'))"
Kogalym,2009,203.2,437.1,293.8,239.8,236.6,104.3,39.1,62.3,217.8,225.3,320.9,390.2,2770.4,"(Decimal('74.5295'), Decimal('62.195565'))"
Kodinsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.102052'), Decimal('58.47899'))"
Kolpaşevo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Komsomolsk-on-Amur,2009,50.6,44.8,91.8,76.3,29.3,32.5,48.8,19.6,65.2,51.9,17.3,114.8,642.9,"(Decimal('136.929004'), Decimal('50.403351'))"
Kondinskoye,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('67.421005'), Decimal('59.654312'))"
Koryaki (Koryaksky),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Kostroma,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2009,376,411,484,546,592,640,567,584,605,541,474,597,6417,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk (Emelyanovo),2009,682.61,720.68,780.26,788.13,813.37,872.4,938.1,911.31,889.64,857.66,903.99,989.76,10147.91,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2009,0.04,0.02,0.34,1.18,1.73,1.66,2.39,2.27,0.29,0.71,1.16,2.09,13.88,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2009,22.3,26.7,29.8,130,45.3,45.7,39.5,68.9,64.6,63,75.7,55.6,667.1,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Magadan-13),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.918648'), Decimal('59.623593'))"
Magadan (Falcon),2009,167,145,183,265,228,353,383,376,413,435,361,427,3736,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Maikop,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mom,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2009,77,78,90,81,106,101,130,156,166,178,183,171,1517,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2009,1269.4,1086.5,994.9,1270.3,3500.9,3131.1,1894.8,1098.6,1595.7,2263,1459.9,1421,20986.1,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Bykovo),2009,44.85,26.05,27.46,6.16,29.13,53.02,40.9,71.76,51.66,87.33,69.27,44,551.59,Not found
Moscow (Vnukovo),2009,1486.36,1658.09,2055.06,1935.51,2290.95,2428.2,2409.62,2471.6,2586.95,2620.45,2745.83,3073.45,27762.07,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2009,5941.07,6776.22,8011.42,8318.28,8375.58,8372.47,9194.85,10941.67,11688.93,12763.49,11679.1,12930.74,114993.82,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2009,7333.6,9265.1,11742.7,11585.2,11316.8,11061.9,12370.2,13013.9,13582,14944.9,17989.9,15628,149834.2,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2009,61.4,82.6,144.7,95.7,90.7,113.6,125,120.9,135,98.3,85.1,107,1260,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape Schmidt,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.380105'), Decimal('68.864431'))"
Cape-Stone,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2009,41.55,53.51,58.43,50.99,69.68,74.04,57.48,60.73,69.86,76.62,76.21,78.74,767.84,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nalchik,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2009,122.7,153,162.1,385,545.4,593.5,583.4,601.9,462,457.3,547.3,272,4885.6,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2009,28.53,76.26,36.64,43.7,41.26,76.6,40.75,56.88,47.41,65.58,80.91,67.8,662.32,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2009,72.97,69.8,86.7,113.7,317.9,48.77,44.1,53.54,50.61,59.68,65.6,151.5,1134.87,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2009,53,63,97,99,67,100,51,60,90,97,72,92,941,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (North),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.667491'), Decimal('55.009425'))"
Novosibirsk (Tolmachyovo),2009,755.2,887.4,1298.2,1185.3,1240.9,1269.6,1246,1369.2,1448.7,1514.4,1661.3,1649.8,15526,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2009,113.6,139.7,167.3,176.7,172.4,221.5,190.2,203.4,208.6,213.9,171.1,218.2,2196.6,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2009,993.17,1322.3,1307.26,1428.06,1527.4,1298.99,975.97,932.78,1164.46,1272.18,1414.5,1743.59,15380.66,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2009,39.1,41.2,47,106,61.9,56.1,56.8,65.6,72.8,57.4,61.6,71,736.5,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2009,138,173,198,194,197,178,221,214,241,248,234,264,2500,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2009,11.75,52.62,53.38,55.44,59.35,63.97,72.12,110.04,101.61,80.34,76.49,102.8,839.91,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2009,76,96,101,112,116,109,61,31,39,3,94,101,939,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2009,101.4,118.96,230.13,129.14,117.46,206.31,180.06,129.8,145.24,229.08,178.94,233.87,2000.39,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2009,421.27,487.13,612.55,478.38,437.17,512.99,794.91,1053.04,923.38,966.65,958.85,1070.31,8716.63,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2009,281.8,233,363.8,328.6,233.6,152.4,147.2,194.9,150.2,203.2,306.3,380.9,2975.9,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2009,397,358.7,498,548.5,369.6,392.2,447.5,514.4,377.6,361.7,380,481.4,5126.6,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Samara (Smyshlyaevka),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2009,937,1252,1355,1574,1337,1384,1509,1643,1733,1744,1648,1869,17985,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (central),2009,27.2,36.9,35.3,42.7,36,35.9,42,41.1,40.8,47.2,46.7,53,484.8,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2009,104,155,375,148,308,189,255,258,251,207,173,195,2618,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2009,36,47,62,55,58,52,62,52,56,64,61,86,691,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2009,196.8,272.4,307.1,294.5,357.6,377.2,319.4,320.5,320.1,352.4,289.5,380.9,3788.4,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2009,43.56,45.56,50.64,46.09,42.05,80.33,51.85,46.92,52.78,45.91,51.27,73,629.96,"(Decimal('50.851293'), Decimal('61.663805'))"
Taganrog (Southern),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.880433'), Decimal('47.197978'))"
Taz,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.491404'), Decimal('52.803629'))"
