Release Date,Season,Episode,Episode Title,Name,Sentence
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,"is getting close. DAENERYS turns at the last moment to see JAIME bearing down on her spear in hand. DROGON notices JAIME, turns his head and spews flames. BRONN appears from nowhere and manages to dive off of his horse and knock JAIME and himself in the water before they're both consumed by fire. Their horses are instantly burned to death. JAIME is being dragged down by a full set of armor into the dark water. JAIME sinks into blackness and out of sight."
2017-08-06,Season 7,Episode 4,The Spoils Of War,end,CREDITS
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,You could have killed me.
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,What the fuck were you doing back there?
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,Ending the war by killing her.
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,You saw the dragon between you and her?
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,looks incredulously at JAIME.
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,And?
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,sits up and says nothing to BRONN. BRONN sits up and faces JAIME.
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,"Listen to me, cunt. Till I get what I'm owed, a dragon doesn't get to kill you. You don't get to kill you. Only I get to kill you."
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,"That was only one of them. She has two more. If she decides to use them, to really use them --"
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,You're fucked.
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,Don't you mean we're fucked?
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,"No, I do not. Dragons are where our partnership ends. I'm not going to be around when those things start spitting fire on King's Landing."
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,I have to tell Cersei.
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,pauses and looks at JAIME.
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,Best well jump back in that river.
2017-08-13,Season 7,Episode 5,Eastwatch,bronn,stands up and walks away. JAIME continues sitting on the shore looking at the smoke and fire from the distant battle.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,is walking over an ash covered ground. There are burned bodies and cargo strewn about. Dothraki are looting dead Lannister soldies. A group of mounted Dothraki are escorting captured Lannister soldiers to where DAENERYS and DROGON are awaiting the prisoners. DAENERYS addresses the captured soldiers.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,"I know what Cersei has told you, that I've come to destroy your cities --"
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,"burn down your homes, murder you and orphan your children. That's Cersei Lannister, not me. I'm not here to murder. And all I want to destroy is the wheel that is rolled over rich and poor to the benefit of no one but the Cersei Lannisters of the world. I offer you a choice. Bend the knee and join me. Together we will leave the world a better place than we found it, or refuse and die."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,"Step forward, My Lord."
2017-08-13,Season 7,Episode 5,Eastwatch,randyll,takes several steps towards DAENERYS and stands in front of the kneeling Lannister men.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,You will not kneel?
2017-08-13,Season 7,Episode 5,Eastwatch,randyll,I already have a queen.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,"My sister, she wasn't your queen until recently though, was she, until she murdered your rightful queen and destroyed House Tyrell for all time. So it appears your allegiances are somewhat flexible."
2017-08-13,Season 7,Episode 5,Eastwatch,randyll,"There are no easy choices in war. Say what you will about your sister, she was born in Westeros, has lived here all her life. You on the other hand, you murdered your own father and chose to support a foreign invader. One with no ties to this land, an army of savages at her back."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,You will not trade your honor for your life. I respect that.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,turns to speak to DAENERYS.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,"Perhaps he could take the black, Your Grace. Whatever else he is, he is a true soldier. He would be invaluable at the Wall."
2017-08-13,Season 7,Episode 5,Eastwatch,randyll,You cannot send me to the Wall. You are not my queen.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,turns to look at her Dothraki escort. The Dothraki walk forward to collect RANDYLL. As the men are pulling RANDYLL away DICKON steps forward.
2017-08-13,Season 7,Episode 5,Eastwatch,dickon,You will have to kill me too.
2017-08-13,Season 7,Episode 5,Eastwatch,randyll,pulls away from the Dothraki and turns to face his son.
2017-08-13,Season 7,Episode 5,Eastwatch,randyll,Step back and shut your mouth.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,Who are you?
2017-08-13,Season 7,Episode 5,Eastwatch,randyll,A stupid boy.
2017-08-13,Season 7,Episode 5,Eastwatch,dickon,"I'm Dickon Tarley, son of Randyll Tarley."
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,You are the future of your house. This war has already wiped one great house from the world. Don't let it happen again. Bend the knee.
2017-08-13,Season 7,Episode 5,Eastwatch,dickon,looks to RANDYLL. RANDYLL nods to his son.
2017-08-13,Season 7,Episode 5,Eastwatch,dickon,I will not.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,turns to speak to DAENERYS. He speaks softly so no one but the queen can hear.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,"Your Grace, nothing strips bold notions from a man's head like a few weeks in a dark cell."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,I meant what I said. I'm not here to put men in chains. If that becomes an option many will take it. I gave them a choice. They made it.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,"Your Grace, if you begin beheading entire families --"
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,I'm not beheading anyone.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,pauses and looks over the DROGON. DRGON roars and shakes his head and flexes his wings.
2017-08-13,Season 7,Episode 5,Eastwatch,tyrion lannister,Your Grace --
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,looks to her Dothraki escort and gives a signal. The men grab RANDYLL and DICKON and walk them over to DROGON. RANDYLL takes DICKON by the arm.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,"Lord Randyll Tarley, Dickon Tarley, I, Daenerys of House Targaryen, First of my name, Breaker of Chains and Mother of Dragons, sentence you to die."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,pauses a moment and looks at RANDYLL and DICKON.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,Dracarys.
2017-08-13,Season 7,Episode 5,Eastwatch,drogon,draws a deep breath and begins spewing dragonfire at the two men. They are instantly engulfed in flames. They both collapse into ash after a few seconds. There are two craters left where RANDYLL and DICKON stood. The Lannister men recoil in horror. Any Lannister soldier that was still standing kneels to the ground. DAENERYS silently turns and begins to walk off the battlefield.
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,"is quickly walking down the hall leading to CERSEI's room. As he approaches, QYBURN exits the queen's chambers."
2017-08-13,Season 7,Episode 5,Eastwatch,qyburn,My Lord.
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,passes by QYBURN without saying a word and barges into CERSEI's quarters. CERSEI stand and walks over to JAIME.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,How many men did we lose?
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,We haven't done a full counting.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,"It's armies that win wars. We have the Tyrell gold, we have the Iron Bank behind us. We can buy mercenaries."
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,shakes his head.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,"They're not the same as our men but they'll fight if they're well paid, which they will be."
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,"I just saw the Dothraki fight. They'll beat any mercenary army. They'll beat any army I've ever seen. Killing our men wasn't war for them, it was sport. Her dragon burned a thousand wagons. Qyburn's scorpion fired bolts bigger than you. They couldn't stop it. And she has three of them. This isn't a war we can win."
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,"So what do we do? Sue for peace? I sit on her father's throne, the father you betrayed and murdered. And in her mind she's winning. What sort of offer do you think she'd make?"
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,turns and walks away from JAIME.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,Maybe we can count on Tyrion to intercede on our behalf by way of apology for murdering our father and our son.
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,He didn't.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,"You saw the crossbow, you saw his body."
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,walks across the room to where CERSEI is standing.
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,I'm not talking about father. Tyrion didn't kill Joffrey. He had nothing to do with it.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,After all this time it still amazes me --
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,It was Olenna. She confessed before she died.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,And this was before or after she drank the poison you so kindly provided her?
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,After.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,And you believed her?
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,If you were Olenna would you rather have seen your granddaughter married to Joffrey or Tommen? Which one would Margerey been better able to control? Which one would have made Olenna the true ruler of the Seven Kingdoms? She was telling the truth.
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,"looks away, then sits down."
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,I shouldn't have listened to you. She should have died screaming.
2017-08-13,Season 7,Episode 5,Eastwatch,jaime lannister,"She's dead like her son, her grandchildren, her whole house. And if we don't find a way out of this war we'll follow them."
2017-08-13,Season 7,Episode 5,Eastwatch,cersei lannister,So we fight and die or we submit and die. I know my choice. A soldier should know his.
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,SNOW is standing on the edge of a cliff looking towards the ocean. DROGON roars and flies over him with DAENERYS on his back. DROGON lands next to JON and charges towards him. DROGON opens his jaws and roars in JON's face. DROGON creeps closer until he is inches from JON. JON removes his glove and slowly extends his hand toward DROGON. DROGON lowers his head and allows JON to touch him. DAENERYS looks surprised and steps down from her mount. DROGON turns and flies away.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,"They're beautiful, aren't they?"
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,"That wasn't the word I was thinking of, but, yes, they are. Gorgeous beasts."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,"They're not beasts to me. No matter how big they get, how terrifying to everyone else, they're my children."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,turns to look at her three dragons as they fly over Dragonstone in the distance.
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,You weren't gone long.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,turns back to JON.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,No.
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,And?
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,And I have fewer enemies today than I did yesterday.
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,pauses and doesn't say anything.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,You're not sure how you feel about that?
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,"No, I'm not."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,"turns and starts walking towards the castle, JON follows."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,How many men did your army kill taking Winterfell back from the Boltons?
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,Thousands.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,We both want to help people. We can only help them from a position of strength. Sometimes strength is terrible. When you first came here Ser Davos said you took a knife in the heart for your people.
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,Ser Davos gets carried away.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,So it was a figure of speech?
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,doesn't say anything. A group of Dothraki guards approach DAENERYS and speak in their native tongue.
2017-08-13,Season 7,Episode 5,Eastwatch,guard,"This man says he is your friend, Khaleesi."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,He is my friend.
2017-08-13,Season 7,Episode 5,Eastwatch,jorah mormont,kneels before DAENERYS.
2017-08-13,Season 7,Episode 5,Eastwatch,jorah mormont,Your Grace.
2017-08-13,Season 7,Episode 5,Eastwatch,jorah mormont,stands.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,"Jon Snow, this is Ser Jorah Mormont, an old friend."
2017-08-13,Season 7,Episode 5,Eastwatch,jon snow,I served with your father. He was a great man.
2017-08-13,Season 7,Episode 5,Eastwatch,jorah mormont,nods to JON.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,You look strong. You found a cure?
2017-08-13,Season 7,Episode 5,Eastwatch,jorah mormont,"I wouldn't be here if I hadn't. I return to your service, my queen, if you'll have me."
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,It would be my honor.
2017-08-13,Season 7,Episode 5,Eastwatch,daenerys targaryen,steps forward and hugs JORAH.
2017-08-13,Season 7,Episode 5,Eastwatch,bran stark,s eyes are pure white. They wash back to their normal color. He is sitting in front of the Weirwood. Maester Wolkan stands next to him.
2017-08-13,Season 7,Episode 5,Eastwatch,bran stark,Ravens. We need to send ravens.
2017-08-13,Season 7,Episode 5,Eastwatch,wolkan,nods his head to BRAN.
